"MSSubClass","MSZoning","LotArea","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","ExterQual","ExterCond","Foundation","BsmtQual","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","TotalBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","MoSold","YrSold","SaleCondition","SalePrice"
70,"RL",13125,"Crawfor","1Fam","2Story",7,6,1940,1984,"TA","TA","CBlock","TA","TA","Y","SBrkr",960,780,1740,2,3,"TA",6,2,"Attchd",7,2007,"Normal",219500
50,"RL",10800,"OldTown","1Fam","1.5Fin",5,8,1936,1989,"TA","TA","CBlock","Fa","Gd","Y","SBrkr",1096,370,1466,3,3,"Gd",7,1,"Attchd",4,2006,"Normal",170000
20,"RL",15870,"NAmes","1Fam","1Story",5,5,1969,1969,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1096,0,1096,2,3,"TA",6,0,"Attchd",3,2006,"Abnorml",138800
120,"RM",4435,"CollgCr","TwnhsE","1Story",6,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",848,0,848,2,1,"Gd",3,1,"Attchd",5,2006,"Normal",155900
20,"RL",8775,"CollgCr","1Fam","1Story",5,5,1994,1994,"TA","TA","PConc","Gd","Gd","Y","SBrkr",990,0,990,1,3,"TA",5,0,"Attchd",4,2007,"Normal",126000
20,"RL",11040,"NWAmes","1Fam","1Story",6,7,1971,2004,"Gd","Gd","CBlock","TA","Ex","Y","SBrkr",1258,0,1258,3,3,"Gd",5,0,"Attchd",10,2008,"Abnorml",145000
20,"RL",7500,"Sawyer","1Fam","1Story",5,5,1963,1963,"TA","TA","CBlock","TA","Fa","Y","SBrkr",1040,0,1040,3,3,"TA",5,0,"Attchd",6,2010,"Normal",133000
20,"RL",8749,"CollgCr","1Fam","1Story",7,5,2002,2002,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1459,0,1459,2,3,"Gd",6,1,"Attchd",9,2007,"Normal",192000
20,"RL",8800,"NAmes","1Fam","1Story",6,6,1964,1964,"TA","TA","CBlock","TA","TA","Y","SBrkr",1251,0,1251,2,3,"TA",6,2,"Attchd",3,2006,"Normal",160000
60,"RL",13031,"Gilbert","1Fam","2Story",6,5,1995,1996,"TA","TA","PConc","Gd","Gd","Y","SBrkr",691,807,1498,3,3,"TA",6,1,"Attchd",7,2006,"Normal",187500
85,"RL",9069,"SawyerW","1Fam","SFoyer",6,6,1992,1992,"TA","TA","PConc","Gd","Ex","Y","SBrkr",996,0,996,2,2,"Gd",5,0,"Attchd",4,2010,"Normal",147000
160,"RM",1974,"MeadowV","TwnhsE","2Story",4,5,1973,1973,"TA","TA","CBlock","TA","TA","Y","SBrkr",546,546,1092,2,3,"TA",6,0,"Attchd",5,2010,"Normal",83500
60,"FV",10574,"Somerst","1Fam","2Story",8,5,2005,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1082,871,1953,3,3,"Gd",9,1,"Attchd",5,2009,"Normal",252000
160,"RM",2522,"Edwards","Twnhs","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",970,739,1709,2,3,"Gd",7,0,"Detchd",4,2006,"Normal",137500
120,"FV",3316,"Somerst","TwnhsE","1Story",8,5,2005,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1247,0,1247,3,1,"Gd",4,1,"Attchd",4,2006,"Normal",197000
90,"RL",8544,"NAmes","Duplex","1Story",3,4,1950,1950,"TA","TA","Slab",NA,"Fa","N","FuseA",1040,0,1040,2,2,"TA",6,0,"Detchd",6,2009,"Normal",92900
160,"FV",2160,"Somerst","Twnhs","2Story",7,5,1999,2000,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",624,628,1252,4,2,"Gd",4,0,"Detchd",3,2008,"Normal",160000
50,"RL",8400,"SWISU","1Fam","1.5Fin",6,5,1925,1950,"TA","TA","PConc","TA","Fa","Y","SBrkr",1390,304,1694,2,4,"TA",7,1,"Detchd",6,2008,"Normal",136500
20,"RL",9230,"NAmes","1Fam","1Story",5,8,1965,1998,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1200,0,1200,3,1,"Gd",6,0,"Detchd",10,2006,"Normal",146000
20,"RL",5868,"NAmes","1Fam","1Story",5,7,1956,2000,"TA","TA","CBlock","TA","Ex","Y","SBrkr",936,0,936,2,2,"TA",4,0,"Attchd",5,2010,"Normal",129000
20,"RL",9317,"CollgCr","1Fam","1Story",6,5,2006,2006,"Gd","TA","PConc","Gd","Gd","Y","SBrkr",1314,0,1314,2,3,"Gd",6,1,"Attchd",3,2007,"Normal",176432
70,"RM",6882,"IDOTRR","1Fam","2Story",6,7,1914,2006,"TA","TA","PConc","TA","TA","Y","SBrkr",773,582,1355,2,3,"Gd",7,0,NA,3,2007,"Normal",127000
120,"RL",3696,"StoneBr","TwnhsE","1Story",8,5,1986,1986,"Gd","TA","CBlock","Gd","Ex","Y","SBrkr",1088,0,1088,2,2,"Gd",5,0,"Attchd",10,2007,"Normal",170000
50,"RM",6000,"BrkSide","1Fam","1.5Fin",4,6,1936,1950,"TA","TA","BrkTil","TA","TA","Y","SBrkr",757,567,1324,1,3,"TA",6,0,"Detchd",7,2009,"Normal",128000
20,"RL",11880,"NWAmes","1Fam","1Story",7,5,1978,1978,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1601,0,1601,2,3,"TA",7,1,"Attchd",4,2009,"Abnorml",157000
30,"RL",8400,"SWISU","1Fam","1Story",2,5,1920,1950,"TA","TA","CBlock","TA","TA","N","FuseF",438,0,438,1,1,"Fa",3,0,"Detchd",1,2009,"Normal",60000
20,"RL",9758,"NAmes","1Fam","1Story",5,5,1971,1971,"TA","TA","CBlock","TA","TA","Y","SBrkr",950,0,950,1,3,"TA",5,0,"Detchd",7,2007,"Normal",119500
20,"RL",7000,"NAmes","1Fam","1Story",5,7,1960,2002,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1134,0,1134,1,2,"TA",6,0,"Attchd",4,2007,"Family",135000
20,"RL",8910,"NAmes","1Fam","1Story",6,6,1959,1959,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1194,0,1194,2,3,"TA",6,1,"BuiltIn",7,2006,"Normal",159500
160,"RM",2016,"BrDale","TwnhsE","2Story",5,5,1970,1970,"TA","TA","CBlock","TA","TA","Y","SBrkr",630,672,1302,3,3,"TA",6,0,"Detchd",4,2007,"Normal",106000
60,"RL",12256,"NoRidge","1Fam","2Story",8,5,1994,1995,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1500,1122,2622,4,3,"Gd",9,2,"Attchd",4,2010,"Normal",325000
20,"RL",10357,"SawyerW","1Fam","1Story",7,5,1990,1991,"Gd","TA","PConc","Gd","Gd","Y","SBrkr",1442,0,1442,3,3,"Gd",6,1,"Attchd",5,2007,"Normal",179900
60,"RL",23257,"Gilbert","1Fam","2Story",7,5,2006,2006,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",887,1134,2021,3,3,"Gd",9,1,"BuiltIn",9,2006,"Partial",274725
60,"RL",8063,"Gilbert","1Fam","2Story",6,5,2000,2000,"TA","TA","PConc","Gd","Ex","Y","SBrkr",948,742,1690,3,3,"TA",7,1,"Attchd",11,2007,"Abnorml",181000
20,"RL",11362,"NridgHt","1Fam","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1836,0,1836,3,3,"Gd",7,1,"Attchd",3,2009,"Normal",280000
60,"RL",8000,"Gilbert","1Fam","2Story",6,5,1995,1996,"TA","TA","PConc","Gd","Gd","Y","SBrkr",773,885,1658,4,3,"TA",8,1,"Attchd",6,2008,"Normal",188000
60,"RL",10480,"NWAmes","1Fam","2Story",7,6,1976,1976,"TA","TA","CBlock","TA","TA","Y","SBrkr",1098,866,1964,3,4,"TA",8,1,"Attchd",9,2008,"Normal",205000
20,"RL",7100,"NAmes","1Fam","1Story",5,7,1957,1957,"TA","TA","CBlock","TA","TA","Y","FuseA",816,0,816,2,2,"TA",5,0,"Detchd",7,2006,"Normal",129900
20,"RL",8923,"NAmes","1Fam","1Story",5,7,1953,2006,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1008,0,1008,2,2,"Gd",6,0,"Attchd",5,2007,"Normal",134500
20,"RL",5400,"OldTown","1Fam","1Story",5,7,1954,2000,"TA","Gd","CBlock","TA","Ex","Y","SBrkr",833,0,833,1,2,"Gd",4,0,"Detchd",8,2006,"Normal",117000
20,"RL",12085,"NridgHt","1Fam","1Story",8,5,2007,2007,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1734,0,1734,3,3,"Ex",7,1,"Attchd",11,2007,"Partial",318000
80,"RL",7750,"Gilbert","1Fam","SLvl",8,5,2002,2002,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",779,640,1419,4,3,"Gd",7,1,"BuiltIn",3,2009,"Normal",184100
20,"RL",9764,"Sawyer","1Fam","1Story",5,7,1967,2003,"TA","TA","CBlock","TA","Ex","Y","SBrkr",894,0,894,2,3,"Gd",5,0,"Attchd",5,2008,"Normal",130000
80,"RL",13825,"Sawyer","1Fam","SLvl",5,6,1958,1987,"TA","Gd","CBlock","TA","TA","Y","SBrkr",1021,580,1601,2,3,"TA",6,0,"BuiltIn",12,2008,"Normal",140000
20,"RL",7560,"NAmes","1Fam","1Story",5,5,1959,1959,"TA","TA","CBlock","TA","TA","Y","FuseA",1040,0,1040,1,3,"TA",6,0,"Attchd",7,2006,"Normal",133700
30,"RM",8263,"IDOTRR","1Fam","1Story",6,5,1920,1950,"TA","TA","BrkTil","TA","TA","Y","FuseA",1012,0,1012,1,2,"TA",6,1,"Detchd",5,2007,"Normal",118400
20,"RL",10084,"CollgCr","1Fam","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1552,0,1552,2,3,"Gd",7,0,"Attchd",7,2006,"Partial",212900
20,"RL",8926,"Edwards","1Fam","1Story",4,3,1956,1956,"TA","TA","CBlock","TA","Ex","Y","FuseA",960,0,960,1,3,"TA",5,0,"Basment",10,2009,"Abnorml",112000
20,"RL",9405,"Edwards","1Fam","1Story",5,9,1947,2008,"TA","Ex","CBlock","TA","Ex","Y","SBrkr",698,0,698,2,2,"TA",4,0,NA,6,2009,"Normal",118000
80,"RL",9125,"Gilbert","1Fam","SLvl",7,5,1992,1992,"TA","TA","PConc","Gd","Gd","Y","SBrkr",812,670,1482,3,3,"Gd",7,1,"Attchd",7,2007,"Normal",163900
20,"RL",10434,"NAmes","1Fam","1Story",4,5,1955,1955,"TA","TA","CBlock","TA","TA","Y","SBrkr",1005,0,1005,1,2,"Fa",5,1,"Detchd",11,2009,"Normal",115000
120,"RL",3684,"Blmngtn","TwnhsE","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1555,0,1555,2,2,"Gd",7,1,"Attchd",6,2009,"Normal",174000
20,"RL",14572,"Gilbert","1Fam","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1530,0,1530,3,3,"Gd",7,1,"Attchd",11,2007,"Family",259000
60,"RL",11796,"Gilbert","1Fam","2Story",7,5,2004,2005,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",847,1112,1959,3,4,"Gd",8,1,"BuiltIn",7,2007,"Normal",215000
90,"RM",7200,"OldTown","Duplex","SFoyer",5,5,1980,1980,"TA","TA","CBlock","Gd","TA","Y","SBrkr",936,0,936,2,2,"TA",4,0,"Detchd",8,2007,"Normal",140000
50,"RL",7804,"SWISU","1Fam","1.5Fin",4,3,1928,1950,"TA","TA","BrkTil","TA","TA","Y","SBrkr",1328,653,1981,3,4,"Gd",7,2,"Detchd",12,2009,"Normal",135000
20,"RL",10712,"Mitchel","1Fam","1Story",5,5,1991,1992,"TA","TA","PConc","Gd","TA","Y","SBrkr",974,0,974,1,3,"TA",5,0,NA,9,2007,"Abnorml",93500
70,"RM",9900,"OldTown","1Fam","2Story",6,4,1880,1950,"TA","TA","BrkTil","TA","TA","Y","SBrkr",1178,1032,2210,2,5,"Fa",8,0,"Detchd",5,2007,"Normal",117500
60,"RL",9828,"SawyerW","1Fam","2Story",8,5,1995,1995,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1142,878,2020,3,3,"Gd",8,1,"Attchd",6,2009,"Normal",239500
60,"RL",8773,"Gilbert","1Fam","2Story",6,5,1997,1997,"TA","TA","PConc","Gd","Gd","Y","SBrkr",916,684,1600,3,3,"TA",7,1,"Attchd",8,2007,"Normal",169000
30,"RM",6180,"BrkSide","1Fam","1Story",6,5,1926,1950,"TA","TA","BrkTil","TA","TA","N","SBrkr",986,0,986,1,2,"TA",5,1,"Detchd",5,2007,"Normal",102000
50,"RL",9600,"NAmes","1Fam","1.5Fin",6,5,1950,1950,"TA","TA","CBlock","TA","TA","Y","FuseA",1032,220,1252,1,3,"TA",6,0,"Attchd",4,2008,"Abnorml",119000
50,"RL",6342,"Sawyer","1Fam","1.5Fin",5,8,1875,1996,"TA","Gd","CBlock","TA","Gd","N","SBrkr",780,240,1020,1,2,"TA",6,0,NA,5,2010,"Normal",94000
20,"RL",9819,"Mitchel","1Fam","1Story",6,5,1977,1977,"TA","TA","PConc","TA","TA","Y","SBrkr",1567,0,1567,3,2,"Gd",5,2,"Attchd",5,2009,"Normal",196000
30,"RL",8731,"BrkSide","1Fam","1Story",5,5,1920,1950,"TA","Fa","BrkTil","TA","TA","Y","SBrkr",1167,0,1167,1,3,"TA",6,1,"Detchd",5,2007,"Normal",144000
20,"RL",7350,"NAmes","1Fam","1Story",5,7,1951,1951,"TA","TA","CBlock","TA","TA","Y","SBrkr",952,0,952,2,2,"TA",4,0,"Detchd",6,2008,"Abnorml",139000
60,"RL",10304,"NWAmes","1Fam","2Story",5,7,1976,1976,"TA","Gd","CBlock","TA","Ex","Y","SBrkr",1088,780,1868,4,4,"Gd",9,1,"Attchd",10,2009,"Normal",197500
60,"RL",9965,"CollgCr","1Fam","2Story",8,5,2006,2007,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",1466,1362,2828,4,4,"Gd",11,1,"BuiltIn",4,2007,"Partial",424870
20,"RL",9000,"Sawyer","1Fam","1Story",5,3,1959,1959,"TA","TA","CBlock","TA","TA","Y","SBrkr",1006,0,1006,1,3,"TA",5,0,NA,7,2008,"Normal",80000
190,"RL",12180,"Edwards","2fmCon","1.5Fin",4,4,1941,1950,"TA","Fa","BrkTil","Gd","Fa","N","FuseA",672,252,924,2,2,"Fa",5,0,"Detchd",7,2010,"Normal",80000
50,"RM",6240,"BrkSide","1Fam","1.5Fin",5,6,1928,1950,"TA","TA","BrkTil","TA","Ex","Y","SBrkr",1042,534,1576,1,3,"TA",8,1,"Detchd",8,2006,"Family",149000
20,"RL",11200,"SawyerW","1Fam","1Story",6,5,1985,1985,"Gd","TA","CBlock","Gd","TA","Y","SBrkr",1298,0,1298,3,3,"Gd",5,1,"Attchd",5,2006,"Normal",180000
70,"RL",12000,"Crawfor","1Fam","2Story",7,7,1941,1950,"TA","TA","CBlock","TA","Ex","Y","SBrkr",860,704,1564,2,3,"Fa",7,1,"Attchd",7,2009,"Normal",174500
50,"RM",5700,"OldTown","1Fam","1.5Fin",7,7,1926,1950,"TA","TA","PConc","TA","TA","Y","SBrkr",572,539,1111,1,2,"TA",5,1,"Detchd",8,2008,"Normal",116900
70,"RM",9000,"OldTown","1Fam","2Story",7,9,1920,1988,"TA","Gd","PConc","TA","Ex","Y","SBrkr",832,650,1482,2,3,"TA",7,0,"Detchd",7,2009,"Normal",143000
20,"RL",8280,"NAmes","1Fam","1Story",6,5,1950,1950,"TA","TA","CBlock","TA","Ex","Y","FuseA",932,0,932,1,2,"Gd",4,1,"Attchd",11,2007,"Normal",124000
20,"RL",17755,"Edwards","1Fam","1Story",5,4,1959,1959,"TA","TA","CBlock","TA","TA","Y","SBrkr",1466,0,1466,2,3,"Fa",6,2,"Attchd",11,2006,"Normal",149900
20,"RL",14115,"Crawfor","1Fam","1Story",6,7,1956,2004,"TA","TA","PConc","TA","Ex","Y","SBrkr",1811,0,1811,1,2,"Ex",6,1,"Attchd",7,2006,"Abnorml",230000
30,"RM",5890,"IDOTRR","1Fam","1Story",6,8,1930,2007,"Gd","Gd","BrkTil","TA","Ex","Y","SBrkr",816,0,816,1,2,"TA",5,0,"Detchd",6,2008,"Normal",120500
60,"RL",13700,"NAmes","1Fam","2Story",7,6,1965,1988,"TA","TA","CBlock","TA","TA","Y","SBrkr",902,918,1820,3,4,"Gd",8,2,"Attchd",5,2008,"Normal",201800
20,"RL",10768,"Veenker","1Fam","1Story",5,8,1976,2004,"Gd","Gd","CBlock","Gd","TA","Y","SBrkr",1437,0,1437,3,3,"Gd",6,1,"Attchd",7,2007,"Normal",218000
80,"RL",9350,"NAmes","1Fam","SLvl",5,8,1965,1999,"TA","Gd","PConc","TA","Gd","Y","SBrkr",1265,0,1265,3,3,"Gd",6,1,"Attchd",10,2008,"Normal",179900
120,"RL",5001,"NridgHt","Twnhs","1Story",7,5,2007,2008,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1314,0,1314,3,2,"Gd",6,1,"Attchd",7,2009,"Normal",230000
20,"RL",11932,"Somerst","1Fam","1Story",8,5,2007,2008,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1580,0,1580,2,3,"Gd",7,0,"Attchd",6,2008,"Partial",235128
60,"RL",9120,"NWAmes","1Fam","2Story",6,6,1974,1974,"Gd","TA","CBlock","TA","TA","Y","SBrkr",943,933,1876,3,4,"Gd",8,1,"Attchd",7,2008,"Normal",185000
160,"RL",2280,"NPkVill","Twnhs","2Story",6,5,1978,1978,"TA","TA","CBlock","Gd","Fa","Y","SBrkr",855,601,1456,3,3,"TA",7,1,"Attchd",7,2010,"Normal",146000
20,"RL",14778,"Crawfor","1Fam","1Story",6,7,1954,2006,"Gd","TA","CBlock","TA","Ex","Y","SBrkr",1640,0,1640,2,3,"Gd",7,1,"Detchd",11,2008,"Normal",224000
20,"RL",8724,"Sawyer","1Fam","1Story",5,5,1968,1968,"TA","TA","CBlock","Gd","Gd","Y","SBrkr",894,0,894,1,3,"TA",5,1,"Attchd",5,2007,"Normal",129000
90,"RL",12900,"Sawyer","Duplex","SFoyer",4,4,1969,1969,"TA","TA","CBlock","Gd","TA","Y","SBrkr",1258,0,1258,4,0,"TA",6,0,"CarPort",1,2008,"Alloca",108959
80,"RL",16157,"Veenker","1Fam","SLvl",5,7,1978,1978,"TA","TA","PConc","Gd","Ex","Y","SBrkr",1432,0,1432,3,2,"Gd",5,1,"Attchd",6,2007,"Normal",194000
20,"RL",9541,"NridgHt","1Fam","1Story",7,5,2009,2009,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1502,0,1502,2,3,"Gd",7,0,"Attchd",9,2009,"Partial",233170
20,"RL",10475,"CollgCr","1Fam","1Story",8,5,2008,2008,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1694,0,1694,2,3,"Gd",7,0,"Attchd",2,2010,"Normal",245350
60,"RL",10852,"Gilbert","1Fam","2Story",6,5,2000,2000,"TA","TA","PConc","Gd","Ex","Y","SBrkr",959,712,1671,4,3,"TA",7,1,"Attchd",2,2006,"Normal",173000
70,"RL",13728,"Edwards","1Fam","2Story",6,7,1935,1986,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1236,872,2108,2,4,"Gd",7,2,"Basment",7,2008,"Normal",235000
60,"RL",35760,"NoRidge","1Fam","2Story",10,5,1995,1996,"Gd","Gd","PConc","Ex","Ex","Y","SBrkr",1831,1796,3627,5,4,"Gd",10,1,"Attchd",7,2006,"Normal",625000
80,"RL",9880,"Mitchel","1Fam","SLvl",6,6,1977,1977,"TA","TA","CBlock","TA","TA","Y","SBrkr",1118,0,1118,2,3,"TA",6,1,"Attchd",7,2008,"Normal",171000
20,"RL",9120,"NAmes","1Fam","1Story",6,6,1958,1958,"TA","TA","CBlock","TA","Ex","Y","SBrkr",1261,0,1261,2,3,"TA",6,1,"Attchd",11,2008,"Normal",163000
160,"FV",4017,"Somerst","TwnhsE","2Story",7,5,2006,2007,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",625,625,1250,3,2,"Gd",5,0,"Detchd",3,2008,"Normal",171900
50,"RL",18030,"ClearCr","1Fam","1.5Fin",5,6,1946,1994,"TA","TA","CBlock","TA","TA","Y","SBrkr",1636,971,3086,3,3,"Ex",12,1,NA,3,2007,"Normal",200500
70,"RL",16560,"Crawfor","1Fam","2Story",6,8,1932,1950,"TA","TA","BrkTil","Gd","TA","Y","SBrkr",1170,1175,2345,3,4,"TA",9,1,"Detchd",7,2006,"Normal",239000
50,"RL",10678,"NoRidge","1Fam","1.5Fin",8,5,1992,2000,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",2129,743,2872,3,4,"Gd",9,1,"Attchd",4,2007,"Normal",285000
20,"RL",6951,"Mitchel","1Fam","1Story",5,5,1984,1985,"TA","TA","CBlock","TA","TA","Y","SBrkr",923,0,923,2,3,"TA",5,0,"Attchd",10,2008,"Normal",119500
50,"RM",3950,"OldTown","1Fam","1.5Fin",6,8,1926,2004,"TA","TA","CBlock","TA","TA","Y","SBrkr",818,406,1224,1,3,"TA",5,0,"Detchd",12,2009,"Normal",115000
50,"RL",7681,"Crawfor","1Fam","1.5Fin",5,6,1921,1950,"TA","TA","BrkTil","TA","Ex","Y","SBrkr",820,523,1343,2,3,"TA",7,1,"Detchd",7,2009,"Normal",154900
20,"RL",8335,"Edwards","1Fam","1Story",5,5,1954,1954,"TA","TA","Slab",NA,"Gd","Y","SBrkr",1124,0,1124,1,3,"TA",5,1,NA,4,2006,"Normal",93000
60,"RL",11170,"Timber","1Fam","2Story",7,5,1990,1991,"TA","TA","Wood","Gd","Ex","Y","SBrkr",1298,1216,2514,3,4,"TA",8,0,"Attchd",4,2006,"Normal",250000
120,"RM",5587,"Crawfor","TwnhsE","1Story",8,5,2008,2008,"Ex","TA","PConc","Ex","Ex","Y","SBrkr",1652,0,1652,4,2,"Gd",5,1,"Attchd",11,2008,"Partial",392500
60,"RL",15623,"NoRidge","1Fam","2Story",10,5,1996,1996,"Gd","TA","PConc","Ex","Ex","Y","SBrkr",2411,2065,4476,5,4,"Ex",10,2,"Attchd",7,2007,"Abnorml",745000
30,"RL",10800,"OldTown","1Fam","1Story",5,6,1920,1950,"TA","TA","BrkTil","TA","Ex","Y","SBrkr",1130,0,1130,2,2,"TA",5,1,"Detchd",6,2006,"Normal",120000
20,"RL",35133,"Timber","1Fam","1Story",5,4,1963,1963,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1572,0,1572,3,3,"TA",5,2,"2Types",5,2007,"Normal",186700
50,"RL",9738,"Edwards","1Fam","1.5Fin",5,7,1924,1950,"TA","Gd","BrkTil","TA","Gd","Y","SBrkr",949,272,1221,2,4,"TA",7,0,"Attchd",3,2006,"Normal",104900
190,"RL",10615,"OldTown","2fmCon","2Story",3,5,1900,1970,"TA","TA","CBlock","Fa","TA","Y","SBrkr",1014,685,1699,3,3,"TA",7,0,"CarPort",8,2009,"Abnorml",95000
20,"RL",12461,"NoRidge","1Fam","1Story",8,5,1994,1995,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1624,0,1624,3,2,"Gd",5,1,"Attchd",7,2006,"Normal",262000
60,"RL",8935,"CollgCr","1Fam","2Story",7,5,2002,2002,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",831,829,1660,3,3,"Gd",7,0,"Attchd",7,2009,"Normal",195000
60,"RL",7500,"Gilbert","1Fam","2Story",7,5,1999,1999,"TA","TA","PConc","TA","Gd","Y","SBrkr",1028,776,1804,3,3,"Gd",7,1,"Attchd",6,2010,"Normal",189000
190,"RL",32463,"Mitchel","2fmCon","1Story",4,4,1961,1975,"TA","Gd","CBlock","TA","Ex","Y","SBrkr",1622,0,1622,2,3,"TA",7,1,"2Types",3,2007,"Normal",168000
160,"FV",2645,"Somerst","Twnhs","2Story",8,5,1999,2000,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",764,677,1441,3,2,"Gd",5,0,"Detchd",11,2007,"Normal",174000
50,"RM",9600,"OldTown","1Fam","1.5Fin",5,8,1925,1994,"TA","TA","PConc","TA","Gd","Y","SBrkr",842,630,1472,1,3,"Gd",6,0,"Detchd",7,2007,"Normal",125000
120,"RM",4500,"Mitchel","TwnhsE","1Story",6,5,1999,1999,"TA","TA","PConc","Ex","Ex","Y","SBrkr",1224,0,1224,3,2,"TA",5,0,"Attchd",6,2009,"Normal",165000
60,"RL",9364,"Sawyer","1Fam","2Story",6,7,1969,1969,"TA","TA","CBlock","TA","TA","Y","SBrkr",663,689,1352,2,4,"TA",7,0,"Attchd",3,2010,"Normal",158000
60,"RL",8029,"Gilbert","1Fam","2Story",6,5,2005,2005,"TA","TA","PConc","Gd","Ex","Y","SBrkr",728,728,1456,3,3,"Gd",8,0,"Attchd",7,2008,"Normal",176000
60,"RL",14054,"Gilbert","1Fam","2Story",7,5,2006,2006,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",879,984,1863,3,4,"Gd",9,1,"BuiltIn",11,2006,"Partial",219210
75,"RM",8850,"OldTown","1Fam","2.5Unf",7,6,1916,1950,"TA","TA","BrkTil","TA","Ex","Y","SBrkr",815,875,1690,1,3,"TA",7,1,"Detchd",7,2006,"Normal",144000
20,"RL",9100,"CollgCr","1Fam","1Story",7,5,2001,2001,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1212,0,1212,2,3,"Gd",6,0,"Attchd",6,2009,"Normal",178000
20,"RL",11235,"Sawyer","1Fam","1Story",4,5,1963,1979,"TA","TA","CBlock","TA","Gd","Y","SBrkr",1382,0,1382,2,3,"TA",6,1,"Attchd",10,2006,"Normal",148000
20,"RL",9353,"NAmes","1Fam","1Story",4,5,1970,1970,"TA","TA","CBlock","TA","Gd","Y","SBrkr",864,0,864,1,3,"TA",5,0,"Attchd",7,2006,"Abnorml",116050
60,"RL",10400,"CollgCr","1Fam","2Story",7,5,1998,1998,"TA","TA","PConc","Gd","Ex","Y","SBrkr",866,913,1779,3,3,"Gd",6,0,"Attchd",3,2009,"Normal",197900
50,"RM",6000,"BrkSide","1Fam","1.5Fin",5,8,1925,1997,"TA","TA","BrkTil","TA","Ex","Y","SBrkr",884,464,1348,2,3,"TA",5,1,"Detchd",5,2009,"Normal",117000
20,"RL",9750,"CollgCr","1Fam","1Story",7,5,2000,2001,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1630,0,1630,2,3,"Gd",6,1,"Attchd",10,2009,"Normal",213000
20,"RL",10140,"NWAmes","1Fam","1Story",5,6,1975,1975,"TA","TA","CBlock","Gd","Ex","Y","SBrkr",1074,0,1074,3,3,"TA",6,0,"Attchd",7,2006,"Normal",153500
20,"RL",14684,"SawyerW","1Fam","1Story",7,7,1990,1991,"Gd","TA","CBlock","Gd","Gd","Y","SBrkr",2196,0,2196,2,3,"Gd",7,1,"Attchd",6,2009,"Normal",271900
20,"RH",8900,"SawyerW","1Fam","1Story",4,4,1966,1966,"TA","TA","CBlock","TA","TA","Y","SBrkr",1056,0,1056,2,2,"TA",5,0,"Detchd",11,2006,"Normal",107000
20,"RL",9135,"CollgCr","1Fam","1Story",6,5,2003,2003,"Gd","TA","PConc","Gd","Ex","Y","SBrkr",1700,0,1700,3,3,"Gd",7,0,"Attchd",5,2006,"Normal",200000
20,"RL",7763,"NAmes","1Fam","1Story",5,7,1962,1980,"TA","Gd","CBlock","TA","TA","Y","SBrkr",1283,0,1283,2,3,"TA",6,0,"Detchd",10,2008,"Normal",140000
